"","ds","ctv_S","ooh_S","facebook_S","search_S","newsletter","type","solID"
"595",2020-04-18,38358.2560747397,26434.9495972579,2402.2803732114,2407.59696903571,14416.5388157112,"adstockedMedia","1_98_11"
"596",2020-04-25,30505.2822532928,9287.34527449591,483.368242339853,2390.41896429875,11330.9594422993,"adstockedMedia","1_98_11"
"597",2020-05-02,24260.0248441919,3262.90700613436,97.2596122867953,1852.87304061252,9348.8190698389,"adstockedMedia","1_98_11"
"598",2020-05-09,19293.340758297,51104.2181606633,19.569825556572,1881.04976968817,5151.44615144952,"adstockedMedia","1_98_11"
"599",2020-05-16,15343.4714105365,17954.3568749787,3677.86846263715,461.292928632702,21193.286526004,"adstockedMedia","1_98_11"
"600",2020-05-23,12202.2472870443,130750.539918551,740.032193646721,113.123623540174,26772.5131383029,"adstockedMedia","1_98_11"
"601",2020-05-30,9704.11681100623,45936.3618070338,148.903543777337,1374.40815891283,18314.270670432,"adstockedMedia","1_98_11"
"602",2020-06-06,7717.42129678343,16138.7428104021,29.9612172818983,1537.04837318934,10674.5600955734,"adstockedMedia","1_98_11"
"603",2020-06-13,6137.45615721527,5669.99669225928,6.02856398337613,1896.93290041772,10929.5285110226,"adstockedMedia","1_98_11"
"604",2020-06-20,25353.3393363673,125900.296830845,2554.36886892868,2091.85464156992,5784.20453170077,"adstockedMedia","1_98_11"
"605",2020-06-27,20162.8241652184,44232.334263685,513.970310972124,2019.65562072487,5448.70109543252,"adstockedMedia","1_98_11"
"606",2020-07-04,26155.9613503926,15540.0697509319,103.41712341318,2241.95013610309,6042.01562441171,"adstockedMedia","1_98_11"
"607",2020-07-11,20801.1277166843,5459.66591824428,20.8087922332092,2456.46378569929,10580.3657770285,"adstockedMedia","1_98_11"
"608",2020-07-18,18442.986878592,321561.335015903,3557.00194075614,2029.06932078321,10027.768463766,"adstockedMedia","1_98_11"
"609",2020-07-25,14667.2079989507,112973.58953657,715.712368662573,2444.25867325035,17249.579440309,"adstockedMedia","1_98_11"
"610",2020-08-01,39844.6866434387,203907.883139195,5246.04151281351,2879.40957431788,17840.2688131338,"adstockedMedia","1_98_11"
"611",2020-08-08,31687.400229661,71638.6050950408,1055.56782362615,3239.45567877785,23366.7059569727,"adstockedMedia","1_98_11"
"612",2020-08-15,53830.8112571513,25168.6676402788,1224.2708699436,794.41704378029,27528.4114171676,"adstockedMedia","1_98_11"
"613",2020-08-22,42810.1863683143,8842.46461731661,888.177683173804,194.816198160399,28975.8200257771,"adstockedMedia","1_98_11"
"614",2020-08-29,58036.9418503772,162752.474518382,178.712231256873,3127.77509667349,12530.563572907,"adstockedMedia","1_98_11"
"615",2020-09-05,67417.0481203606,144989.679659671,98.7560013805387,3940.36276429202,7544.03200385651,"adstockedMedia","1_98_11"
"616",2020-09-12,53614.9526085924,211054.707560755,19.8709173750646,4299.63497442004,13870.7553258985,"adstockedMedia","1_98_11"
"617",2020-09-19,42638.519830913,106843.886599657,4541.61637133322,4454.4065560427,20104.1402133444,"adstockedMedia","1_98_11"
"618",2020-09-26,33909.2601021864,199912.745172506,913.828854980224,4065.69477887776,9878.06272327683,"adstockedMedia","1_98_11"
"619",2020-10-03,171503.75624225,192104.86682653,3331.04125409668,4370.37035048044,17502.5129546783,"adstockedMedia","1_98_11"
"620",2020-10-10,136392.292743337,67491.8717194795,4284.41300583875,5058.4197753135,30185.2371111322,"adstockedMedia","1_98_11"
"621",2020-10-17,189858.443363927,53507.5362847492,6186.49368027557,4960.48460067846,37048.1893758346,"adstockedMedia","1_98_11"
"622",2020-10-24,150989.278336912,177711.243822103,7110.72125826639,5296.46779673656,30613.0704954659,"adstockedMedia","1_98_11"
"623",2020-10-31,214072.470696772,62434.984960486,7838.19281320251,6192.19484180388,24635.9864806412,"adstockedMedia","1_98_11"
"624",2020-11-07,170246.038520121,164537.308976571,8532.08507489561,5678.52212486305,37994.2034095696,"adstockedMedia","1_98_11"
"625",2020-11-14,187716.450566602,57806.609139907,7048.77543006744,1392.55331969122,32615.7406233797,"adstockedMedia","1_98_11"
"626",2020-11-21,156242.862807124,165327.229677736,8100.3938243872,341.498140808919,30745.1533335592,"adstockedMedia","1_98_11"
"627",2020-11-28,124255.717483792,58084.1306182137,6361.7781833869,9617.07948403854,38633.9238586547,"adstockedMedia","1_98_11"
"628",2020-12-05,113071.607071221,259487.130820329,2936.53557567794,10758.412218312,64709.5765458954,"adstockedMedia","1_98_11"
"629",2020-12-12,89922.7869437084,91165.1663775697,3621.22817437502,9984.96978846326,42111.4846018862,"adstockedMedia","1_98_11"
"630",2020-12-19,71513.1572033844,366948.900756564,1740.51316539419,9341.96389603916,19099.0449729281,"adstockedMedia","1_98_11"
"631",2020-12-26,164593.490566467,128919.524770967,7576.76057878049,10024.2785035396,7201.49845993207,"adstockedMedia","1_98_11"
"632",2021-01-02,171951.092259104,498989.074411464,5805.74797882646,9831.60363688524,49011.6248384203,"adstockedMedia","1_98_11"
"633",2021-01-09,136748.046962965,175308.971375573,6641.16457865836,9491.02032912534,38816.8597782998,"adstockedMedia","1_98_11"
"634",2021-01-16,114665.311727071,61590.9987227874,7324.00285646156,9034.16519109996,48851.2002279293,"adstockedMedia","1_98_11"
"635",2021-01-23,91190.2170964333,21638.659413177,7976.14050657748,9215.4631875822,30988.0653535193,"adstockedMedia","1_98_11"
"636",2021-01-30,112766.07007981,7602.27291177591,5885.54109163857,9486.58986009255,38192.4067592799,"adstockedMedia","1_98_11"
"637",2021-02-06,89679.8016488695,2670.89343760028,1184.2429736381,7913.07869989261,17368.0203520235,"adstockedMedia","1_98_11"
"638",2021-02-13,71319.9175788296,128662.093720786,8498.73941554707,1940.53730358216,25442.1154820058,"adstockedMedia","1_98_11"
"639",2021-02-20,56718.7989929633,45202.6316043531,1710.05049169417,475.881154403912,28250.2226173246,"adstockedMedia","1_98_11"
"640",2021-02-27,45106.9248032769,15880.9626430691,14244.7023433689,4623.36778480484,36381.2064694493,"adstockedMedia","1_98_11"
"641",2021-03-06,35872.3157283513,5579.43123042131,2866.20862874721,5800.46275221752,24925.0990573786,"adstockedMedia","1_98_11"
"642",2021-03-13,38889.1612190522,1960.21195658354,576.716291115009,5635.79035361665,34660.754502488,"adstockedMedia","1_98_11"
"643",2021-03-20,30927.4967368037,688.677887771533,116.042383342774,5155.40747048424,34750.7393196468,"adstockedMedia","1_98_11"
"644",2021-03-27,24595.8005886844,24718.2186818621,2639.2175879231,6064.26905267308,38490.0353352456,"adstockedMedia","1_98_11"
"645",2021-04-03,19560.3741145475,8684.20916122197,531.0429127477,6047.15067320519,14631.5332428663,"adstockedMedia","1_98_11"
"646",2021-04-10,15555.835807072,503412.60823512,106.852340053358,5149.61937152175,6214.73282250215,"adstockedMedia","1_98_11"
"647",2021-04-17,19840.1882737747,176863.083888727,21.4999999073574,4809.51629431199,14127.4354676307,"adstockedMedia","1_98_11"
"648",2021-04-24,15778.3644300902,358291.669059784,4.32606338602918,4446.11225734752,22810.4115590356,"adstockedMedia","1_98_11"
"649",2021-05-01,49171.0259278966,125877.994481926,0.870456953515518,3690.32742103447,13985.2827304234,"adstockedMedia","1_98_11"
"650",2021-05-08,39104.3852904004,350570.632151217,0.175146603346233,3584.98506264657,13918.9719488712,"adstockedMedia","1_98_11"
"651",2021-05-15,31098.6586121348,123165.375894054,0.0352416423808555,879.151782850951,24242.5634238456,"adstockedMedia","1_98_11"
"652",2021-05-22,24731.9209927977,84277.8792053097,3978.54187708761,215.595837579144,27833.0277936969,"adstockedMedia","1_98_11"
"653",2021-05-29,19668.6269855805,29609.2020263644,800.531368298408,2226.20425515606,15458.1093728475,"adstockedMedia","1_98_11"
"654",2021-06-05,24767.3930504103,52889.4832420978,3253.12991066063,3225.93573075196,7364.20953551056,"adstockedMedia","1_98_11"
"655",2021-06-12,19696.8369523597,18581.5709786706,654.569593355645,3017.76819135743,7355.21447787483,"adstockedMedia","1_98_11"
"656",2021-06-19,51924.041006352,6528.23130176755,162.97793070028,3913.3855899818,7738.08606718324,"adstockedMedia","1_98_11"
"657",2021-06-26,41293.7836262428,160925.552250146,32.793156361457,3626.35265093015,3739.2458113452,"adstockedMedia","1_98_11"
"658",2021-07-03,37400.5878162203,56537.6968750138,6656.71221631605,4675.9630912264,12277.4804469739,"adstockedMedia","1_98_11"
"659",2021-07-10,29743.674622481,19863.2915856782,1339.4120518337,4866.69411904387,11083.0116721264,"adstockedMedia","1_98_11"
"660",2021-07-17,33518.1389209605,115159.869326582,269.506114474964,5046.80073600891,6215.58477467641,"adstockedMedia","1_98_11"
"661",2021-07-24,26656.0681590089,40458.9183825318,54.2279320541836,5104.30191122759,17275.7317699334,"adstockedMedia","1_98_11"
"662",2021-07-31,32583.7691178843,219654.36205387,10.9113242963039,5785.06968566065,16052.3643888289,"adstockedMedia","1_98_11"
"663",2021-08-07,25912.9891588516,182036.921722316,2.19549212719661,6778.68215325587,14512.8867821508,"adstockedMedia","1_98_11"
"664",2021-08-14,54654.9518461608,63954.7179207372,0.441759913800296,1662.34737279918,24449.1223576029,"adstockedMedia","1_98_11"
"665",2021-08-21,43465.6030597078,22469.100804508,1342.76698988833,407.660180161279,27904.8673752735,"adstockedMedia","1_98_11"
"666",2021-08-28,152456.13699531,7894.0304543106,1169.10815489518,7099.97117642704,43417.0946174323,"adstockedMedia","1_98_11"
"667",2021-09-04,121244.23699625,2773.39611209901,235.238883953176,8234.4709416831,35100.1259246108,"adstockedMedia","1_98_11"
"668",2021-09-11,145291.524861856,151139.172475394,669.099765383137,7606.01951827125,14472.5492637527,"adstockedMedia","1_98_11"
"669",2021-09-18,115546.414995674,53099.4649381204,134.631070190571,8305.23667547748,20957.4394380469,"adstockedMedia","1_98_11"
"670",2021-09-25,175554.774664267,163219.076819309,2556.09014789864,9676.70684888568,31624.8335196168,"adstockedMedia","1_98_11"
"671",2021-10-02,250918.41131964,115706.676908412,514.316653388923,9719.70140172455,40508.8697470173,"adstockedMedia","1_98_11"
"672",2021-10-09,244186.403917128,367887.294014358,5452.05922611681,10396.9116932935,29546.6680611286,"adstockedMedia","1_98_11"
"673",2021-10-16,194194.834076776,129249.208856662,5287.39517328026,10136.318420182,54242.10005476,"adstockedMedia","1_98_11"
"674",2021-10-23,198798.399101108,91500.1017529949,5795.76839166877,10405.7460365732,53880.9781487993,"adstockedMedia","1_98_11"
"675",2021-10-30,162744.209693053,32146.5730246643,6439.56495466301,11018.4848807136,23488.3827743923,"adstockedMedia","1_98_11"
"676",2021-11-06,150575.075928629,329818.266754445,4848.53431925789,12528.7478351847,34112.0758164268,"adstockedMedia","1_98_11"
"677",2021-11-13,119748.280072062,115874.483131304,8575.68635303858,3072.44543665161,31265.567010235,"adstockedMedia","1_98_11"
"678",2021-11-20,150459.897499623,146015.049085389,5005.49731347663,753.460847435288,30275.5735111824,"adstockedMedia","1_98_11"
"679",2021-11-27,119656.68178669,51299.2155002686,3470.96062505298,15198.1057761066,51998.6076692131,"adstockedMedia","1_98_11"
"680",2021-12-04,124083.265197228,105864.998287507,2354.86766643674,16460.3898079167,34220.7090444023,"adstockedMedia","1_98_11"
"681",2021-12-11,98680.0604380005,37193.3673625004,3504.1894648011,15156.6084636817,49685.694951105,"adstockedMedia","1_98_11"
"682",2021-12-18,142226.63298575,104908.681643028,1716.96354314221,15383.5466870768,60531.2960913061,"adstockedMedia","1_98_11"
"683",2021-12-25,203524.709488783,36857.3862842561,7572.02210626803,13852.5324541604,78575.3113398664,"adstockedMedia","1_98_11"
"684",2022-01-01,161857.689681657,12949.0419899595,5804.79454010412,14050.412649219,104944.878713494,"adstockedMedia","1_98_11"
"685",2022-01-08,128721.037238613,8496.56460129185,6640.97273510648,14285.6058015576,111026.00799858,"adstockedMedia","1_98_11"
"686",2022-01-15,141457.594944227,2985.08339533367,1336.24507538397,13583.282605109,49007.9772008666,"adstockedMedia","1_98_11"
"687",2022-01-22,112497.39436114,57859.9442037152,268.868880013447,12557.7173992558,26784.5911584884,"adstockedMedia","1_98_11"
"688",2022-01-29,114635.33112598,20327.8344604338,54.0997126735247,12039.5496904927,22848.4713113853,"adstockedMedia","1_98_11"
"689",2022-02-05,91166.3743363083,7141.7430406763,483.865872905651,13565.811904417,64048.5196146093,"adstockedMedia","1_98_11"
"690",2022-02-12,81667.361911716,56694.6962718298,97.359741653295,3326.76636392576,41677.2280177426,"adstockedMedia","1_98_11"
"691",2022-02-19,64947.8412455594,19918.4499131323,19.5899728118346,815.828386692012,33896.6677756199,"adstockedMedia","1_98_11"
"692",2022-02-26,64007.3659178026,63169.1146733536,3.94174253394224,7613.40027032946,31113.9959322853,"adstockedMedia","1_98_11"
"693",2022-03-05,50903.3246925476,22193.0961697962,0.793126889614824,9227.04666944325,28899.2044296188,"adstockedMedia","1_98_11"
"694",2022-03-12,93602.2889178384,98401.3288884298,0.159586847089416,9342.76382973306,18761.9172678059,"adstockedMedia","1_98_11"
"695",2022-03-19,74439.3654766093,34571.1692580973,0.0321108287934971,8251.14133926169,19504.2480809079,"adstockedMedia","1_98_11"
"696",2022-03-26,78943.4514264273,94061.0293030486,0.00646109215521728,8356.77429395251,30693.4249316238,"adstockedMedia","1_98_11"
"697",2022-04-02,62781.5890044635,33046.2992864002,0.00130005089892493,7569.34550382411,21241.9331250511,"adstockedMedia","1_98_11"
"698",2022-04-09,49928.497509369,22867.6993644021,0.000261586168281277,7829.57637993309,48716.7781988122,"adstockedMedia","1_98_11"
"699",2022-04-16,39706.781925603,8034.06939926994,2113.26053101894,6893.3932256622,38559.3144231635,"adstockedMedia","1_98_11"
"700",2022-04-23,31577.7283422467,161176.195753238,425.213909198816,5383.81149107481,15939.6279677833,"adstockedMedia","1_98_11"
"701",2022-04-30,25112.9121751809,56625.7550249059,12886.1555471107,4493.61427961363,12379.67793667,"adstockedMedia","1_98_11"
"702",2022-05-07,19971.618955079,79568.362237022,2592.85236926702,5821.97642007757,4635.55515971323,"adstockedMedia","1_98_11"
"703",2022-05-14,15882.8876915785,27954.6155479729,13562.161105363,1427.73285243448,21013.8636740782,"adstockedMedia","1_98_11"
"704",2022-05-21,13578.3371137677,36109.7802267545,2728.87296958836,350.125275480512,26710.1112737446,"adstockedMedia","1_98_11"
"705",2022-05-28,10798.4837834851,12686.3868424709,1558.1252575289,4725.86179712912,37857.5677900099,"adstockedMedia","1_98_11"
"706",2022-06-04,8587.74171278727,4457.08642107912,313.513890999432,5878.9308607568,39874.5659774276,"adstockedMedia","1_98_11"
"707",2022-06-11,15144.2784143937,1565.90048937044,63.0828358468997,5975.03321692396,21543.0621712215,"adstockedMedia","1_98_11"
"708",2022-06-18,12043.834491677,18013.0784530272,12.6930394241897,6878.60055577869,30847.5085258135,"adstockedMedia","1_98_11"
"709",2022-06-25,9578.13540492258,6328.50380267793,3759.4967335845,6846.85052697766,27717.5221939578,"adstockedMedia","1_98_11"
"710",2022-07-02,22239.1783629698,170324.715665506,756.456801820293,5612.39774853134,24292.9374286761,"adstockedMedia","1_98_11"
"711",2022-07-09,17686.2162795372,59839.8887558305,8232.01050998178,6563.00419680063,23591.8936324269,"adstockedMedia","1_98_11"
"712",2022-07-16,22921.1555027478,80541.311633646,1656.38136809726,6756.12297949608,17218.0760832494,"adstockedMedia","1_98_11"
"713",2022-07-23,27957.4675631038,28296.4401823575,333.284224218733,8576.8151495168,28465.3121919495,"adstockedMedia","1_98_11"
"714",2022-07-30,22233.8168199829,9941.33955299593,67.060869104488,9849.97315138443,18806.012941198,"adstockedMedia","1_98_11"
"715",2022-08-06,30723.4457229321,96067.0736886706,13.4934684520135,11188.8584487101,65858.5842112229,"adstockedMedia","1_98_11"
"716",2022-08-13,24433.5243433802,33751.0794024617,4453.46543892206,2743.86215879757,42306.7543271694,"adstockedMedia","1_98_11"
"717",2022-08-20,80994.4402113574,118289.708547706,896.091807408527,672.881829812512,34115.6121022489,"adstockedMedia","1_98_11"
"718",2022-08-27,64412.6848410605,41558.5194009976,4688.77783826594,8751.67858442654,59885.1430566314,"adstockedMedia","1_98_11"
"719",2022-09-03,62887.077188863,82814.0163175724,943.43954505814,11879.5218657779,91682.5843682408,"adstockedMedia","1_98_11"
"720",2022-09-10,50012.3894056331,29094.9056013639,189.831594902071,13419.9013511107,78111.4857552751,"adstockedMedia","1_98_11"
"721",2022-09-17,39773.4988787751,56342.396365626,3441.0908841727,12650.984478971,102161.563802948,"adstockedMedia","1_98_11"
"722",2022-09-24,32518.7198616359,49114.6769943662,692.389644007584,13995.7550631735,36577.9928421669,"adstockedMedia","1_98_11"
"723",2022-10-01,182564.697246995,43482.5748065151,1056.16214794626,15778.8686985074,47190.5398186609,"adstockedMedia","1_98_11"
"724",2022-10-08,145188.75957643,15276.6580532498,2228.3589283842,15362.8112545113,38644.5006518983,"adstockedMedia","1_98_11"
"725",2022-10-15,159954.208547224,68474.3219405562,2890.95974976021,16527.4474699305,62849.2550718599,"adstockedMedia","1_98_11"
"726",2022-10-22,127207.250241713,24056.9654940784,581.696519898213,17546.386457755,71433.4793435723,"adstockedMedia","1_98_11"
"727",2022-10-29,126454.454474699,8451.89221859973,8048.85395845553,18102.9292081734,67120.0054044504,"adstockedMedia","1_98_11"
"728",2022-11-05,100565.803054774,148361.388724127,1619.52802600966,18492.7444354931,48675.8129059152,"adstockedMedia","1_98_11"
"729",2022-11-12,137328.17968661,52123.5509610201,9054.34374268771,4535.00613145332,36330.7208608545,"adstockedMedia","1_98_11"
"730",2022-11-19,109213.38223793,65365.8106439763,1821.84488923461,1112.12701197808,32037.1944037322,"adstockedMedia","1_98_11"
"731",2022-11-26,140379.645220693,22964.8575785784,7370.17261867254,16272.7287361737,11443.285637265,"adstockedMedia","1_98_11"
"732",2022-12-03,111640.130138617,61627.1371605124,1482.96902566233,17977.2546970937,38811.8852418976,"adstockedMedia","1_98_11"
"733",2022-12-10,88784.3721058939,21651.3558682089,298.391536380323,20181.9250684542,82290.4701230765,"adstockedMedia","1_98_11"
"734",2022-12-17,70607.8067129658,22970.4668687699,60.040032827822,20495.9133428013,65818.9818804772,"adstockedMedia","1_98_11"
"735",2022-12-24,214199.049839777,8070.17452943297,9080.08819617822,22172.9132037109,103756.327100129,"adstockedMedia","1_98_11"
"736",2022-12-31,221726.610151253,2835.28050638164,1827.02498868198,19930.8333042958,90096.6390436129,"adstockedMedia","1_98_11"
"737",2023-01-07,176333.168341926,1325.71421296394,1843.43458909412,21914.3376965262,127570.906375714,"adstockedMedia","1_98_11"
"738",2023-01-14,151816.966731335,465.760889227488,370.921623943393,21667.4224074105,124995.163451835,"adstockedMedia","1_98_11"
"739",2023-01-21,120735.922195065,27438.8349703523,2936.13617776068,19126.8709649788,44101.3402088768,"adstockedMedia","1_98_11"
"740",2023-01-28,127694.409199784,9640.03859216771,590.786570685494,19890.5140231763,35322.101189543,"adstockedMedia","1_98_11"
"741",2023-02-04,101551.905467676,3386.81814147336,118.873495972698,18797.7834662407,68020.7505247344,"adstockedMedia","1_98_11"
"742",2023-02-11,93484.3202303599,1189.8849795822,2134.23076973608,4609.81135463685,43058.7388597978,"adstockedMedia","1_98_11"
"743",2023-02-18,74345.5481742385,418.04023880048,429.433378143067,1130.47161988554,34377.1464411102,"adstockedMedia","1_98_11"
"744",2023-02-25,77245.9610665745,31030.0693564967,86.4072568338853,12463.8940812075,58199.1026541174,"adstockedMedia","1_98_11"
"745",2023-03-04,61431.6208920274,10901.7407786256,17.386198683116,13003.2079105707,57220.1927034766,"adstockedMedia","1_98_11"
"746",2023-03-11,54345.2244288451,3830.08979576986,3.49831617996975,12228.798061245,43890.7354791095,"adstockedMedia","1_98_11"
"747",2023-03-18,43219.2852326306,1345.61884579224,6121.44635496851,10158.888260285,31310.854511758,"adstockedMedia","1_98_11"
"748",2023-03-25,37854.5137647829,6238.08728290155,1231.71000278511,10464.6142089138,39869.6703038457,"adstockedMedia","1_98_11"
"749",2023-04-01,30104.6696363318,2191.61645213647,3556.49059172506,10446.2545527658,21319.3594942408,"adstockedMedia","1_98_11"
"750",2023-04-08,71831.2418124868,2827.04349697503,715.609478972787,10015.0855174272,44921.7064844322,"adstockedMedia","1_98_11"
"751",2023-04-15,57125.4413085125,993.220318647739,143.989394372983,8856.01589244862,59341.418163752,"adstockedMedia","1_98_11"
"752",2023-04-22,50308.7164243086,348.946382477054,1625.90302516603,8438.44200875273,21805.4811031981,"adstockedMedia","1_98_11"
"753",2023-04-29,40009.1597317179,122.594731055847,2840.27573013401,7696.03967850363,9129.77577786629,"adstockedMedia","1_98_11"
"754",2023-05-06,35514.0945559084,43.0709955379571,571.498274200237,9167.31246742022,38036.264607731,"adstockedMedia","1_98_11"
"755",2023-05-13,28243.3976218108,15.1320586182912,6570.05085003801,2248.11511313089,32630.3691791219,"adstockedMedia","1_98_11"
"756",2023-05-20,51701.5959188958,5774.38298673703,1321.97472321723,551.308966488166,30750.2410308303,"adstockedMedia","1_98_11"
"757",2023-05-27,41116.8790723578,5696.4373544132,265.997510325992,5348.53173787895,31694.6933199726,"adstockedMedia","1_98_11"
"758",2023-06-03,32699.1404153739,2001.31951643514,53.5219579141676,7511.62923438232,30926.1664391782,"adstockedMedia","1_98_11"
"759",2023-06-10,26004.7408273058,703.120135914627,60.2978788183753,5988.75585758995,18786.8788010095,"adstockedMedia","1_98_11"
"760",2023-06-17,20680.8661299671,247.02598534052,12.1326719504837,6281.96578151774,26706.9295069215,"adstockedMedia","1_98_11"
"761",2023-06-24,22607.4127622186,86.7872136161725,2.4412422384118,6473.87013338146,36226.4611963947,"adstockedMedia","1_98_11"
"762",2023-07-01,17979.063124883,30.4908021594426,0.491207846954789,7974.26448653213,21312.279861738,"adstockedMedia","1_98_11"
"763",2023-07-08,19568.6220014235,10.7122809638518,0.0988370367812957,8088.87532800043,24796.2442436205,"adstockedMedia","1_98_11"
"764",2023-07-15,15562.3951281386,66468.8301938723,0.0198872226904924,9703.64819981169,12776.9398060906,"adstockedMedia","1_98_11"
"765",2023-07-22,24425.8580575154,23352.3795357024,2860.14535239615,10899.6416068537,30304.7197307458,"adstockedMedia","1_98_11"
"766",2023-07-29,19425.2234218244,46636.8845817139,575.496285629673,12192.9370370173,12359.7444964124,"adstockedMedia","1_98_11"
"767",2023-08-05,28458.3274545796,16384.8562692974,15516.1883113,13803.4273356692,44771.6224650994,"adstockedMedia","1_98_11"
"768",2023-08-12,22632.1371275864,39703.1299761991,3122.04718295271,3385.03718691881,34972.873961852,"adstockedMedia","1_98_11"
"769",2023-08-19,17998.7257430846,13948.8322158707,10373.1119536536,830.118236447959,31564.9458725501,"adstockedMedia","1_98_11"
"770",2023-08-26,14313.8991491841,43422.7525112961,2087.19721001143,13190.2379270199,59061.041291774,"adstockedMedia","1_98_11"
"771",2023-09-02,11609.8696833882,15255.6407893898,4457.92830108376,16034.6637397722,54601.9682200694,"adstockedMedia","1_98_11"
"772",2023-09-09,58500.8149453518,9604.53798147295,896.989789951681,17692.206959833,50315.1374820139,"adstockedMedia","1_98_11"
"773",2023-09-16,46524.1138303683,14836.2124397792,1511.36938787185,20432.0223430506,87916.2112804218,"adstockedMedia","1_98_11"
"774",2023-09-23,64816.3144485175,5212.38094239807,304.106037200508,20437.2451087656,81481.5706537175,"adstockedMedia","1_98_11"
"775",2023-09-30,51546.6595514046,33286.7234782656,61.1898604033642,19691.8592295246,107766.652971777,"adstockedMedia","1_98_11"
"776",2023-10-07,60257.6090418835,11694.5671812966,13872.1058271905,20175.7336911486,95764.399015329,"adstockedMedia","1_98_11"
"777",2023-10-14,47921.2445985449,36339.5654625111,2791.23764487062,19894.3950211622,61463.1089639457,"adstockedMedia","1_98_11"
"778",2023-10-21,58766.148045245,12767.1168932547,5015.78372811223,18705.4018764262,32020.3885688706,"adstockedMedia","1_98_11"
"779",2023-10-28,49666.1260590685,12002.2491706617,1009.23713636863,19880.4897987673,20733.4406993456,"adstockedMedia","1_98_11"
"780",2023-11-04,42491.858349951,4216.72951213156,203.070876385036,22755.3252092028,97399.9285102847,"adstockedMedia","1_98_11"
"781",2023-11-11,33792.6241982049,1481.45631086752,12247.2189938904,5580.32582491576,53276.587176282,"adstockedMedia","1_98_11"
"782",2020-01-04,0.214743960271136,0.488716022240619,0.415424129615947,0.142361143905457,0.255132767909035,"saturatedMedia","1_98_11"
"783",2020-01-11,0.165647785271399,0.344810142014928,0.423941461948788,0.169981245263618,0.224439476472694,"saturatedMedia","1_98_11"
"784",2020-01-18,0.117978784523559,0.224659106339999,0.412503243004826,0.116631470189811,0.217813431524109,"saturatedMedia","1_98_11"
"785",2020-01-25,0.0826684669837985,0.137583639726461,0.391833030146287,0.104435911405318,0.181562114320134,"saturatedMedia","1_98_11"
"786",2020-02-01,0.105681310133483,0.262331289198816,0.218833925971019,0.0880807353645612,0.127871028578397,"saturatedMedia","1_98_11"
"787",2020-02-08,0.0737438270856323,0.163738026345304,0.384944062513373,0.0819889787099748,0.117347331250724,"saturatedMedia","1_98_11"
"788",2020-02-15,0.266522296103041,0.0973113818976295,0.322459747574826,0.00534821194706958,0.179253673353088,"saturatedMedia","1_98_11"
"789",2020-02-22,0.196666788791078,0.0560277731427954,0.171454810049366,0.000323613727894721,0.200177874031972,"saturatedMedia","1_98_11"
"790",2020-02-29,0.284209173797437,0.0316444436598492,0.337459536699282,0.0362745576345832,0.0636854771422861,"saturatedMedia","1_98_11"
"791",2020-03-07,0.211051826354729,0.0176740749776425,0.181310031314641,0.0732945063998875,0.0745017758410214,"saturatedMedia","1_98_11"
"792",2020-03-14,0.220848139090496,0.256514212267867,0.0878352264408736,0.0656913872928805,0.0564187332668848,"saturatedMedia","1_98_11"
"793",2020-03-21,0.160346786851502,0.159634095653469,0.0401860705384407,0.0608790429365821,0.065919507525568,"saturatedMedia","1_98_11"
"794",2020-03-28,0.113994849460878,0.312599958709722,0.454811352025973,0.0688180813368569,0.0890783070677392,"saturatedMedia","1_98_11"
"795",2020-04-04,0.079769062536475,0.200242461823487,0.267789188279588,0.0478994548500529,0.0928771431024729,"saturatedMedia","1_98_11"
"796",2020-04-11,0.0551792455828031,0.318837810081246,0.137201633129816,0.0419791086749448,0.0454303787956717,"saturatedMedia","1_98_11"
"797",2020-04-18,0.0663170155781099,0.204906583873742,0.33263353792202,0.038109719749577,0.094226175485804,"saturatedMedia","1_98_11"
"798",2020-04-25,0.0456681705094287,0.12426001617967,0.178116780215168,0.0375884110848881,0.070612126297595,"saturatedMedia","1_98_11"
"799",2020-05-02,0.0312335933089122,0.0724613953097022,0.0861150961150012,0.0229322936102682,0.0558184969713489,"saturatedMedia","1_98_11"
"800",2020-05-09,0.0212597907939336,0.272926022405642,0.0393588184610311,0.0236181915379295,0.0264470213979625,"saturatedMedia","1_98_11"
"801",2020-05-16,0.0144234971255371,0.171275418345888,0.38341874575391,0.00145420257699832,0.146745227075439,"saturatedMedia","1_98_11"
"802",2020-05-23,0.00976355134938468,0.390820759864937,0.21283454410532,8.76695558409168e-05,0.189164007675134,"saturatedMedia","1_98_11"
"803",2020-05-30,0.00659906108509525,0.261024397269029,0.105195533078543,0.0127523559345269,0.124459732556478,"saturatedMedia","1_98_11"
"804",2020-06-06,0.00445560711208738,0.162813900658218,0.0486307886634158,0.0158968333272481,0.065670103865055,"saturatedMedia","1_98_11"
"805",2020-06-13,0.0030062657032608,0.0967188031224713,0.0217424506668008,0.0240089576057407,0.0675852851921695,"saturatedMedia","1_98_11"
"806",2020-06-20,0.0336168188667718,0.385698508282447,0.339749340228109,0.0290437709465324,0.0306305197864547,"saturatedMedia","1_98_11"
"807",2020-06-27,0.022899972055365,0.256885941770225,0.182832682735453,0.0271276861658342,0.0283984149972127,"saturatedMedia","1_98_11"
"808",2020-07-04,0.0354068134487706,0.159895624153918,0.088657881622987,0.0332160629845569,0.0323657654293673,"saturatedMedia","1_98_11"
